94	0	5	13	City 94	GBP
95	0	9	11	City 95	GBP
96	0	9	14	City 96	GBP
97	0	2	7	City 97	CHF
98	0	5	12	City 98	GBP
99	0	9	6	City 99	GBP
100	0	0	14	City 100	GBP
101	0	12	14	City 101	CHF
102	0	3	0	City 102	CHF
103	0	13	4	City 103	CHF
104	0	6	2	City 104	CHF
105	0	6	13	City 105	GBP
106	0	9	3	City 106	EUR
107	0	3	2	City 107	CHF
108	0	4	11	City 108	GBP
109	0	12	5	City 109	EUR
110	0	10	7	City 110	CHF
111	0	15	6	City 111	GBP
112	0	2	1	City 112	CHF
113	0	5	8	City 113	EUR
114	0	5	0	City 114	GBP
115	0	2	6	City 115	GBP
116	0	14	11	City 116	GBP
117	0	10	11	City 117	GBP
118	0	7	5	City 118	GBP
119	0	2	15	City 119	CHF
120	0	0	8	City 120	EUR
121	0	7	8	City 121	CHF
122	0	3	12	City 122	GBP
123	0	7	12	City 123	GBP
124	0	12	2	City 124	CHF
125	0	0	15	City 125	EUR
126	0	0	8	City 126	CHF
127	0	2	15	City 127	EUR
128	0	2	6	City 128	EUR
129	0	6	10	City 129	CHF
130	0	1	9	City 130	GBP
131	0	14	0	City 131	CHF
132	0	12	1	City 132	EUR
133	0	10	9	City 133	EUR
134	0	15	3	City 134	EUR
135	0	6	2	City 135	EUR
136	0	3	4	City 136	GBP
137	0	14	0	City 137	GBP
138	0	1	10	City 138	GBP
139	0	12	14	City 139	GBP
140	0	8	9	City 140	CHF
141	0	2	2	City 141	GBP
142	0	6	15	City 142	CHF
143	0	2	5	City 143	GBP
144	0	4	6	City 144	GBP
145	0	14	7	City 145	EUR
146	0	2	13	City 146	EUR
147	0	12	3	City 147	CHF
148	0	14	10	City 148	GBP
149	0	8	11	City 149	CHF
150	0	9	11	City 150	EUR
151	0	8	10	City 151	EUR
152	0	7	2	City 152	CHF
153	0	1	10	City 153	CHF
154	0	8	15	City 154	GBP
155	0	14	2	City 155	CHF
156	0	15	14	City 156	EUR
157	0	8	13	City 157	EUR
158	0	13	13	City 158	GBP
159	0	3	13	City 159	CHF
160	0	2	10	City 160	EUR
161	0	2	12	City 161	GBP
162	0	10	9	City 162	CHF
163	0	9	3	City 163	CHF
164	0	10	9	City 164	CHF
165	0	0	12	City 165	EUR
166	0	10	6	City 166	CHF
167	0	8	4	City 167	EUR
168	0	9	9	City 168	GBP
169	0	13	0	City 169	CHF
170	0	12	5	City 170	CHF
171	0	7	0	City 171	CHF
172	0	15	8	City 172	GBP
173	0	10	3	City 173	EUR
174	0	15	15	City 174	GBP
175	0	10	9	City 175	EUR
176	0	13	7	City 176	EUR
177	0	15	11	City 177	EUR
178	0	10	11	City 178	EUR
179	0	9	11	City 179	EUR
180	0	10	5	City 180	EUR
181	0	7	11	City 181	EUR
182	0	5	3	City 182	EUR
183	0	3	6	City 183	GBP
184	0	11	9	City 184	CHF
185	0	0	11	City 185	GBP
186	0	6	4	City 186	CHF
187	0	11	3	City 187	CHF
188	0	2	9	City 188	GBP
189	0	7	0	City 189	GBP
190	0	5	12	City 190	EUR
191	0	4	0	City 191	EUR
192	0	15	12	City 192	CHF
193	0	13	13	City 193	EUR
194	0	5	11	City 194	GBP
195	0	1	6	City 195	GBP
196	0	6	9	City 196	CHF
197	0	2	11	City 197	CHF
198	0	15	6	City 198	CHF
199	0	3	0	City 199	EUR
200	0	15	1	City 200	GBP
201	0	1	4	City 201	CHF
202	0	4	12	City 202	EUR
203	0	8	15	City 203	EUR
204	0	2	14	City 204	GBP
205	0	0	7	City 205	GBP
206	0	3	15	City 206	CHF
207	0	3	3	City 207	CHF
208	0	5	11	City 208	CHF
209	0	12	12	City 209	EUR
210	0	5	7	City 210	EUR
211	0	2	12	City 211	EUR
212	0	4	15	City 212	EUR
213	0	13	11	City 213	CHF
214	0	4	6	City 214	CHF
215	0	7	11	City 215	EUR
216	0	0	2	City 216	CHF
217	0	12	11	City 217	GBP
218	0	13	1	City 218	EUR
219	0	12	15	City 219	GBP
220	0	2	14	City 220	CHF
221	0	6	2	City 221	EUR
222	0	12	6	City 222	CHF
223	0	10	5	City 223	GBP
224	0	14	7	City 224	GBP
225	0	6	6	City 225	EUR
226	0	12	2	City 226	GBP
227	0	8	7	City 227	CHF
228	0	9	2	City 228	EUR
229	0	12	15	City 229	GBP
230	0	14	15	City 230	EUR
231	0	12	7	City 231	CHF
232	0	10	9	City 232	EUR
233	0	10	4	City 233	GBP
234	0	4	0	City 234	CHF
235	0	12	12	City 235	EUR
236	0	6	14	City 236	EUR
237	0	11	7	City 237	EUR
238	0	7	10	City 238	CHF
239	0	10	4	City 239	CHF
240	0	2	15	City 240	EUR
241	0	1	6	City 241	CHF
242	0	4	5	City 242	EUR
243	0	10	11	City 243	EUR
244	0	0	15	City 244	EUR
245	0	3	13	City 245	GBP
246	0	12	14	City 246	EUR
247	0	2	3	City 247	CHF
248	0	1	10	City 248	CHF
249	0	2	1	City 249	EUR
250	0	15	7	City 250	CHF
251	0	2	6	City 251	CHF
252	0	0	12	City 252	EUR
253	0	7	6	City 253	CHF
254	0	5	8	City 254	CHF
255	0	4	15	City 255	GBP
256	0	9	10	City 256	EUR
257	0	11	4	City 257	CHF
258	0	2	10	City 258	GBP
259	0	15	9	City 259	EUR
260	0	9	9	City 260	GBP
261	0	10	12	City 261	GBP
262	0	2	2	City 262	CHF
263	0	12	4	City 263	EUR
264	0	7	4	City 264	EUR
265	0	12	7	City 265	EUR
266	0	3	13	City 266	EUR
267	0	2	15	City 267	EUR
268	0	2	10	City 268	EUR
269	0	14	9	City 269	EUR
270	0	7	9	City 270	CHF
271	0	11	13	City 271	EUR
272	0	8	5	City 272	CHF
273	0	2	3	City 273	EUR
274	0	3	14	City 274	EUR
275	0	0	0	City 275	EUR
276	0	0	10	City 276	CHF
277	0	7	12	City 277	EUR
278	0	1	3	City 278	GBP
279	0	8	13	City 279	GBP
280	0	14	2	City 280	GBP
281	0	0	15	City 281	CHF
282	0	10	13	City 282	EUR
283	0	10	2	City 283	GBP
284	0	6	2	City 284	GBP
285	0	5	8	City 285	CHF
286	0	9	0	City 286	EUR
287	0	13	7	City 287	EUR
288	0	4	2	City 288	CHF
289	0	10	12	City 289	CHF
290	0	9	10	City 290	GBP
291	0	9	11	City 291	CHF
292	0	11	12	City 292	GBP
293	0	12	9	City 293	EUR
294	0	9	0	City 294	CHF
295	0	9	11	City 295	GBP
296	0	2	12	City 296	EUR
297	0	12	11	City 297	EUR
298	0	9	4	City 298	EUR
299	0	15	7	City 299	GBP
300	0	15	15	City 300	GBP
301	0	13	10	City 301	GBP
302	0	14	7	City 302	EUR
303	0	3	11	City 303	EUR
304	0	10	14	City 304	GBP
305	0	14	5	City 305	GBP
306	0	10	0	City 306	CHF
307	0	8	9	City 307	CHF
308	0	2	0	City 308	EUR
309	0	9	6	City 309	CHF
310	0	13	13	City 310	EUR
311	0	0	2	City 311	CHF
312	0	12	15	City 312	EUR
313	0	13	1	City 313	CHF
314	0	1	11	City 314	EUR
315	0	6	15	City 315	EUR
316	0	3	14	City 316	EUR
317	0	1	14	City 317	GBP
318	0	6	9	City 318	GBP
319	0	3	8	City 319	EUR
320	0	9	10	City 320	CHF
321	0	15	9	City 321	CHF
322	0	9	0	City 322	EUR
323	0	3	1	City 323	GBP
324	0	4	7	City 324	CHF
325	0	3	6	City 325	CHF
326	0	11	6	City 326	GBP
327	0	7	2	City 327	CHF
328	0	9	6	City 328	GBP
329	0	6	6	City 329	CHF
330	0	6	4	City 330	CHF
331	0	2	14	City 331	EUR
332	0	14	3	City 332	GBP
333	0	6	13	City 333	CHF
334	0	12	14	City 334	GBP
335	0	6	12	City 335	GBP
336	0	9	6	City 336	CHF
337	0	8	14	City 337	CHF
338	0	8	7	City 338	GBP
339	0	5	9	City 339	CHF
340	0	13	12	City 340	GBP
341	0	3	12	City 341	GBP
342	0	15	5	City 342	EUR
343	0	0	3	City 343	EUR
344	0	1	5	City 344	GBP
345	0	5	1	City 345	CHF
346	0	9	9	City 346	CHF
347	0	7	8	City 347	GBP
348	0	10	8	City 348	GBP
349	0	11	9	City 349	EUR
350	0	5	13	City 350	GBP
351	0	7	11	City 351	EUR
352	0	14	7	City 352	CHF
353	0	7	5	City 353	EUR
354	0	6	4	City 354	CHF
355	0	10	9	City 355	GBP
356	0	11	15	City 356	CHF
357	0	15	3	City 357	EUR
358	0	6	14	City 358	EUR
359	0	13	6	City 359	GBP
360	0	7	6	City 360	GBP
361	0	13	11	City 361	EUR
362	0	8	3	City 362	CHF
363	0	13	9	City 363	EUR
364	0	3	3	City 364	GBP
365	0	0	0	City 365	CHF
366	0	0	12	City 366	CHF
367	0	15	9	City 367	GBP
368	0	13	15	City 368	EUR
369	0	9	10	City 369	GBP
370	0	3	8	City 370	GBP
371	0	7	14	City 371	EUR
372	0	9	9	City 372	EUR
373	0	8	2	City 373	CHF
374	0	1	0	City 374	EUR
375	0	11	7	City 375	EUR
376	0	14	4	City 376	EUR
377	0	15	14	City 377	CHF
378	0	12	15	City 378	CHF
379	0	3	15	City 379	GBP
380	0	14	11	City 380	GBP
381	0	3	15	City 381	EUR
382	0	14	2	City 382	GBP
383	0	10	3	City 383	CHF
384	0	7	14	City 384	GBP
385	0	4	4	City 385	EUR
386	0	11	10	City 386	CHF
387	0	12	7	City 387	GBP
388	0	5	14	City 388	GBP
389	0	3	14	City 389	CHF
390	0	14	11	City 390	EUR
391	0	6	7	City 391	CHF
392	0	12	6	City 392	CHF
393	0	7	7	City 393	EUR
394	0	7	12	City 394	CHF
395	0	4	14	City 395	EUR
396	0	12	11	City 396	CHF
397	0	13	0	City 397	EUR
398	0	14	6	City 398	CHF
399	0	14	2	City 399	EUR
400	0	6	13	City 400	EUR
401	0	5	6	City 401	CHF
402	0	11	6	City 402	GBP
403	0	11	8	City 403	GBP
404	0	3	11	City 404	EUR
405	0	5	7	City 405	GBP
406	0	5	6	City 406	EUR
407	0	4	12	City 407	EUR
408	0	8	1	City 408	GBP
409	0	11	15	City 409	EUR
410	0	5	8	City 410	GBP
411	0	1	0	City 411	GBP
412	0	3	5	City 412	EUR
413	0	2	3	City 413	GBP
414	0	7	6	City 414	GBP
415	0	1	11	City 415	CHF
416	0	8	8	City 416	GBP
417	0	8	14	City 417	GBP
418	0	15	12	City 418	GBP
419	0	13	11	City 419	CHF
420	0	1	1	City 420	GBP
421	0	1	0	City 421	EUR
422	0	2	3	City 422	EUR
423	0	1	12	City 423	GBP
424	0	11	4	City 424	GBP
425	0	9	15	City 425	CHF
426	0	15	11	City 426	CHF
427	0	8	14	City 427	EUR
428	0	13	13	City 428	CHF
429	0	8	6	City 429	CHF
430	0	10	0	City 430	EUR
431	0	10	5	City 431	CHF
432	0	12	2	City 432	CHF
433	0	14	3	City 433	CHF
434	0	10	3	City 434	EUR
435	0	14	1	City 435	EUR
436	0	4	0	City 436	GBP
437	0	0	10	City 437	EUR
438	0	15	6	City 438	GBP
439	0	12	0	City 439	CHF
440	0	11	14	City 440	GBP
441	0	7	11	City 441	EUR
442	0	3	10	City 442	CHF
443	0	10	6	City 443	GBP
444	0	1	10	City 444	CHF
445	0	7	15	City 445	EUR
446	0	0	4	City 446	EUR
447	0	3	11	City 447	EUR
448	0	11	14	City 448	GBP
449	0	13	6	City 449	GBP
450	0	10	0	City 450	CHF
451	0	3	2	City 451	EUR
452	0	9	11	City 452	GBP
453	0	1	0	City 453	EUR
454	0	1	15	City 454	GBP
455	0	11	10	City 455	GBP
456	0	12	1	City 456	CHF
457	0	7	7	City 457	CHF
458	0	10	8	City 458	EUR
459	0	3	2	City 459	GBP
460	0	13	10	City 460	CHF
461	0	8	6	City 461	EUR
462	0	0	8	City 462	GBP
463	0	6	12	City 463	EUR
464	0	10	5	City 464	EUR
465	0	3	12	City 465	GBP
466	0	14	5	City 466	CHF
467	0	9	4	City 467	CHF
468	0	12	8	City 468	GBP
469	0	2	6	City 469	EUR
470	0	15	3	City 470	GBP
471	0	14	1	City 471	CHF
472	0	4	14	City 472	EUR
473	0	5	11	City 473	GBP
474	0	2	10	City 474	CHF
475	0	8	0	City 475	GBP
476	0	8	5	City 476	CHF
477	0	8	13	City 477	CHF
478	0	14	15	City 478	EUR
479	0	3	10	City 479	EUR
480	0	1	15	City 480	GBP
481	0	2	2	City 481	GBP
482	0	0	4	City 482	EUR
483	0	2	6	City 483	GBP
484	0	9	13	City 484	GBP
485	0	2	9	City 485	GBP
486	0	7	4	City 486	EUR
487	0	15	11	City 487	GBP
488	0	7	1	City 488	EUR
489	0	13	5	City 489	EUR
490	0	5	3	City 490	EUR
491	0	2	11	City 491	EUR
492	0	9	12	City 492	CHF
493	0	4	13	City 493	GBP
494	0	11	10	City 494	GBP
495	0	0	5	City 495	EUR
496	0	9	7	City 496	CHF
497	0	2	2	City 497	GBP
498	0	3	8	City 498	EUR
499	0	2	5	City 499	CHF
500	0	10	4	City 500	EUR
501	0	2	2	City 501	GBP
502	0	9	7	City 502	EUR
503	0	1	11	City 503	GBP
504	0	0	15	City 504	GBP
505	0	1	8	City 505	EUR
506	0	2	4	City 506	GBP
507	0	0	15	City 507	CHF
508	0	1	4	City 508	GBP
509	0	9	11	City 509	CHF
510	0	6	15	City 510	GBP
511	0	13	10	City 511	CHF
512	0	3	10	City 512	GBP
513	0	7	4	City 513	CHF
514	0	4	13	City 514	CHF
515	0	13	13	City 515	CHF
516	0	13	3	City 516	CHF
517	0	5	9	City 517	GBP
518	0	6	2	City 518	CHF
519	0	10	9	City 519	EUR
520	0	2	15	City 520	GBP
521	0	8	10	City 521	CHF
522	0	6	2	City 522	GBP
523	0	1	12	City 523	CHF
524	0	15	9	City 524	CHF
525	0	2	14	City 525	GBP
526	0	11	4	City 526	EUR
527	0	14	8	City 527	CHF
528	0	4	7	City 528	EUR
529	0	0	9	City 529	GBP
530	0	5	10	City 530	EUR
531	0	1	11	City 531	GBP
532	0	13	15	City 532	EUR
533	0	6	7	City 533	EUR
534	0	7	8	City 534	EUR
535	0	4	14	City 535	GBP
536	0	12	15	City 536	CHF
537	0	0	1	City 537	GBP
538	0	14	3	City 538	EUR
539	0	8	3	City 539	GBP
540	0	13	14	City 540	EUR
541	0	6	8	City 541	EUR
542	0	1	1	City 542	EUR
543	0	15	1	City 543	EUR
544	0	1	1	City 544	GBP
545	0	5	4	City 545	EUR
546	0	8	3	City 546	GBP
547	0	12	2	City 547	GBP
548	0	10	10	City 548	GBP
549	0	15	8	City 549	CHF
550	0	7	1	City 550	EUR
551	0	12	1	City 551	EUR
552	0	5	10	City 552	CHF
553	0	14	13	City 553	EUR
554	0	0	11	City 554	GBP
555	0	2	2	City 555	GBP
556	0	2	1	City 556	GBP
557	0	4	11	City 557	CHF
558	0	4	2	City 558	EUR
559	0	5	0	City 559	EUR
560	0	7	15	City 560	CHF
561	0	1	7	City 561	GBP
562	0	8	10	City 562	GBP
563	0	5	13	City 563	EUR
564	0	12	8	City 564	GBP
565	0	10	5	City 565	EUR
566	0	10	7	City 566	EUR
567	0	11	9	City 567	CHF
568	0	12	1	City 568	GBP
569	0	5	6	City 569	EUR
570	0	5	3	City 570	EUR
571	0	8	10	City 571	EUR
572	0	4	9	City 572	CHF
573	0	0	13	City 573	CHF
574	0	0	11	City 574	EUR
575	0	8	11	City 575	CHF
576	0	15	4	City 576	CHF
577	0	9	4	City 577	EUR
578	0	11	4	City 578	GBP
579	0	11	5	City 579	CHF
580	0	0	5	City 580	EUR
581	0	11	1	City 581	CHF
582	0	10	6	City 582	GBP
583	0	4	2	City 583	CHF
584	0	1	5	City 584	GBP
585	0	8	11	City 585	EUR
586	0	8	7	City 586	GBP
587	0	6	1	City 587	EUR
588	0	1	3	City 588	GBP
589	0	3	10	City 589	EUR
590	0	4	3	City 590	GBP
591	0	10	15	City 591	GBP
592	0	2	9	City 592	GBP
593	0	5	3	City 593	CHF
594	0	8	12	City 594	CHF
595	0	15	6	City 595	CHF
596	0	6	13	City 596	EUR
597	0	6	14	City 597	CHF
598	0	4	14	City 598	GBP
599	0	4	12	City 599	CHF
600	0	3	9	City 600	CHF
601	0	6	5	City 601	GBP
602	0	2	10	City 602	CHF
603	0	15	10	City 603	GBP
604	0	6	9	City 604	EUR
605	0	6	3	City 605	GBP
606	0	3	9	City 606	EUR
607	0	0	9	City 607	GBP
608	0	12	1	City 608	CHF
609	0	0	13	City 609	GBP
610	0	10	10	City 610	CHF
611	0	14	10	City 611	CHF
612	0	9	13	City 612	EUR
613	0	10	10	City 613	CHF
614	0	9	3	City 614	GBP
615	0	14	13	City 615	CHF
616	0	10	3	City 616	CHF
617	0	8	13	City 617	GBP
618	0	12	12	City 618	EUR
619	0	0	3	City 619	CHF
620	0	12	12	City 620	GBP
621	0	14	6	City 621	EUR
622	0	7	2	City 622	EUR
623	0	6	3	City 623	EUR
624	0	11	12	City 624	CHF
625	0	12	1	City 625	GBP
626	0	12	2	City 626	CHF
627	0	6	9	City 627	GBP
628	0	14	3	City 628	GBP
629	0	15	13	City 629	EUR
630	0	13	10	City 630	CHF
631	0	9	10	City 631	EUR
632	0	2	8	City 632	CHF
633	0	2	11	City 633	CHF
634	0	9	7	City 634	GBP
635	0	15	12	City 635	EUR
636	0	12	0	City 636	CHF
637	0	12	8	City 637	CHF
638	0	2	0	City 638	EUR
639	0	0	11	City 639	GBP
640	0	3	14	City 640	CHF
641	0	10	12	City 641	EUR
642	0	4	0	City 642	EUR
643	0	11	13	City 643	GBP
644	0	5	7	City 644	CHF
645	0	12	8	City 645	GBP
646	0	10	10	City 646	CHF
647	0	2	9	City 647	CHF
648	0	3	7	City 648	CHF
649	0	3	14	City 649	CHF
650	0	8	3	City 650	GBP
651	0	4	11	City 651	CHF
652	0	7	0	City 652	CHF
653	0	0	8	City 653	CHF
654	0	5	4	City 654	GBP
655	0	14	7	City 655	EUR
656	0	0	1	City 656	CHF
657	0	1	13	City 657	CHF
658	0	11	10	City 658	GBP
659	0	4	5	City 659	EUR
660	0	15	4	City 660	GBP
661	0	2	11	City 661	GBP
662	0	12	7	City 662	GBP
663	0	12	4	City 663	EUR
664	0	9	4	City 664	EUR
665	0	15	0	City 665	GBP
666	0	2	14	City 666	EUR
667	0	6	11	City 667	GBP
668	0	0	11	City 668	EUR
669	0	6	10	City 669	GBP
670	0	6	14	City 670	GBP
671	0	10	6	City 671	GBP
672	0	2	5	City 672	GBP
673	0	2	11	City 673	CHF
674	0	8	5	City 674	EUR
675	0	3	9	City 675	EUR
676	0	13	11	City 676	GBP
677	0	10	1	City 677	EUR
678	0	12	11	City 678	EUR
679	0	13	13	City 679	EUR
680	0	14	15	City 680	EUR
681	0	13	3	City 681	CHF
682	0	9	10	City 682	GBP
683	0	6	5	City 683	GBP
684	0	2	7	City 684	EUR
685	0	6	10	City 685	GBP
686	0	14	15	City 686	CHF
687	0	9	10	City 687	CHF
688	0	3	7	City 688	GBP
689	0	8	5	City 689	EUR
690	0	14	7	City 690	GBP
691	0	14	7	City 691	CHF
692	0	3	8	City 692	GBP
693	0	14	11	City 693	GBP
694	0	9	12	City 694	EUR
695	0	11	11	City 695	GBP
696	0	10	13	City 696	EUR
697	0	9	15	City 697	GBP
698	0	6	12	City 698	CHF
699	0	10	7	City 699	EUR
700	0	15	8	City 700	EUR
701	0	10	6	City 701	EUR
702	0	5	9	City 702	GBP
703	0	10	12	City 703	CHF
704	0	15	10	City 704	GBP
705	0	10	3	City 705	CHF
706	0	5	10	City 706	GBP
707	0	9	3	City 707	CHF
708	0	10	9	City 708	GBP
709	0	13	10	City 709	GBP
710	0	8	1	City 710	EUR
711	0	13	14	City 711	CHF
712	0	9	12	City 712	EUR
713	0	12	10	City 713	EUR
714	0	4	12	City 714	EUR
715	0	2	9	City 715	GBP
716	0	14	12	City 716	EUR
717	0	13	14	City 717	GBP
718	0	7	6	City 718	CHF
719	0	12	3	City 719	EUR
720	0	12	15	City 720	GBP
721	0	3	3	City 721	CHF
722	0	14	15	City 722	GBP
723	0	12	0	City 723	EUR
724	0	12	2	City 724	GBP
725	0	2	9	City 725	GBP
726	0	8	2	City 726	CHF
727	0	10	3	City 727	GBP
728	0	7	9	City 728	EUR
729	0	5	11	City 729	CHF
730	0	9	13	City 730	EUR
731	0	5	2	City 731	EUR
732	0	0	2	City 732	EUR
733	0	15	15	City 733	GBP
734	0	3	11	City 734	GBP
735	0	5	15	City 735	EUR
736	0	10	14	City 736	CHF
737	0	10	10	City 737	CHF
738	0	10	2	City 738	GBP
739	0	14	11	City 739	EUR
740	0	0	3	City 740	CHF
741	0	7	14	City 741	CHF
742	0	10	13	City 742	GBP
743	0	11	1	City 743	GBP
744	0	13	2	City 744	GBP
745	0	0	6	City 745	EUR
746	0	9	12	City 746	CHF
747	0	11	2	City 747	EUR
748	0	0	13	City 748	GBP
749	0	13	0	City 749	GBP
750	0	7	0	City 750	CHF
751	0	6	12	City 751	CHF
752	0	0	10	City 752	GBP
753	0	7	12	City 753	GBP
754	0	0	4	City 754	GBP
755	0	2	8	City 755	CHF
756	0	1	11	City 756	CHF
757	0	13	6	City 757	EUR
758	0	6	1	City 758	CHF
759	0	13	8	City 759	GBP
760	0	3	4	City 760	GBP
761	0	5	1	City 761	GBP
762	0	7	5	City 762	CHF
763	0	5	5	City 763	GBP
764	0	14	14	City 764	CHF
765	0	1	9	City 765	CHF
766	0	1	9	City 766	EUR
767	0	5	1	City 767	EUR
768	0	3	10	City 768	CHF
769	0	15	13	City 769	CHF
770	0	3	5	City 770	CHF
771	0	13	2	City 771	GBP
772	0	0	0	City 772	CHF
773	0	0	1	City 773	EUR
774	0	12	14	City 774	CHF
775	0	6	3	City 775	GBP
776	0	15	12	City 776	CHF
777	0	5	13	City 777	EUR
778	0	13	1	City 778	CHF
779	0	9	14	City 779	EUR
780	0	11	0	City 780	CHF
781	0	13	12	City 781	EUR
782	0	8	5	City 782	CHF
783	0	14	1	City 783	EUR
784	0	1	4	City 784	EUR
785	0	1	2	City 785	GBP
786	0	4	1	City 786	GBP
787	0	14	14	City 787	CHF
788	0	8	7	City 788	GBP
789	0	3	12	City 789	GBP
790	0	0	15	City 790	CHF
791	0	12	2	City 791	EUR
792	0	11	5	City 792	GBP
793	0	0	15	City 793	EUR
794	0	12	12	City 794	EUR
795	0	8	2	City 795	CHF
796	0	12	7	City 796	CHF
797	0	9	9	City 797	GBP
798	0	2	6	City 798	EUR
799	0	13	6	City 799	CHF
800	0	7	13	City 800	EUR
801	0	7	14	City 801	GBP
802	0	12	3	City 802	GBP
803	0	2	0	City 803	CHF
804	0	12	5	City 804	GBP
805	0	8	2	City 805	GBP
806	0	1	9	City 806	GBP
807	0	7	2	City 807	GBP
808	0	12	6	City 808	EUR
809	0	7	13	City 809	CHF
810	0	5	11	City 810	GBP
811	0	0	12	City 811	EUR
812	0	3	3	City 812	EUR
813	0	6	14	City 813	CHF
814	0	9	5	City 814	CHF
815	0	4	11	City 815	GBP
816	0	4	14	City 816	EUR
817	0	5	0	City 817	EUR
818	0	7	12	City 818	CHF
819	0	14	5	City 819	GBP
820	0	8	11	City 820	CHF
821	0	11	11	City 821	EUR
822	0	4	3	City 822	EUR
823	0	8	4	City 823	CHF
824	0	6	11	City 824	CHF
825	0	13	0	City 825	EUR
826	0	15	6	City 826	GBP
827	0	9	10	City 827	CHF
828	0	11	2	City 828	EUR
829	0	6	6	City 829	CHF
830	0	6	7	City 830	CHF
831	0	3	9	City 831	GBP
832	0	9	9	City 832	GBP
833	0	7	15	City 833	EUR
834	0	12	10	City 834	GBP
835	0	14	3	City 835	GBP
836	0	6	11	City 836	CHF
837	0	3	0	City 837	CHF
838	0	7	8	City 838	CHF
839	0	2	6	City 839	CHF
840	0	11	15	City 840	GBP
841	0	2	4	City 841	CHF
842	0	11	8	City 842	EUR
843	0	4	10	City 843	GBP
844	0	2	6	City 844	CHF
845	0	12	8	City 845	EUR
846	0	2	11	City 846	GBP
847	0	9	3	City 847	GBP
848	0	11	9	City 848	EUR
849	0	12	12	City 849	EUR
850	0	11	2	City 850	CHF
851	0	12	1	City 851	EUR
852	0	6	0	City 852	EUR
853	0	5	3	City 853	EUR
854	0	8	1	City 854	CHF
855	0	15	0	City 855	GBP
856	0	11	2	City 856	GBP
857	0	13	3	City 857	EUR
858	0	11	9	City 858	GBP
859	0	2	4	City 859	EUR
860	0	11	15	City 860	CHF
861	0	15	3	City 861	GBP
862	0	6	6	City 862	CHF
863	0	4	13	City 863	CHF
864	0	3	4	City 864	EUR
865	0	8	4	City 865	EUR
866	0	6	10	City 866	CHF
867	0	0	3	City 867	GBP
868	0	11	14	City 868	CHF
869	0	11	7	City 869	GBP
870	0	10	12	City 870	GBP
871	0	5	1	City 871	CHF
872	0	4	12	City 872	GBP
873	0	8	10	City 873	EUR
874	0	4	4	City 874	GBP
